lsoa_code,borough,major_category,minor_category,value,year,month,crime_occurred
E01003031,Lambeth,Violence Against the Person,Offensive Weapon,0,2016,Aug,No
E01004197,Tower Hamlets,Theft and Handling,Other Theft,6,2013,Jun,Yes
E01001959,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2014,Dec,Yes
E01003344,Lewisham,Violence Against the Person,Assault with Injury,0,2014,Apr,No
E01004701,Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,Jan,No
E01001619,Greenwich,Theft and Handling,Handling Stolen Goods,0,2015,Apr,No
E01001180,Croydon,Violence Against the Person,Assault with Injury,1,2015,Feb,Yes
E01000040,Barking and Dagenham,Theft and Handling,Other Theft,0,2015,Aug,No
E01001815,Hackney,Theft and Handling,Other Theft,1,2013,Apr,Yes
E01003903,Richmond upon Thames,Robbery,Personal Property,0,2014,Sep,No
E01003606,Newham,Violence Against the Person,Common Assault,5,2016,May,Yes
E01002959,Kingston upon Thames,Violence Against the Person,Wounding/GBH,0,2015,Jan,No
E01004492,Wandsworth,Other Notifiable Offences,Other Notifiable,0,2016,Mar,No
E01001134,Croydon,Violence Against the Person,Common Assault,0,2015,Jul,No
E01000790,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Jan,No
E01002968,Kingston upon Thames,Violence Against the Person,Common Assault,17,2015,Mar,Yes
E01003522,Newham,Theft and Handling,Theft From Shops,0,2016,Feb,No
E01003058,Lambeth,Robbery,Business Property,0,2014,Apr,No
E01003929,Southwark,Criminal Damage,Criminal Damage To Other Building,0,2016,May,No
E01001337,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,1,2014,Dec,Yes
E01004014,Southwark,Burglary,Burglary in a Dwelling,0,2016,Sep,No
E01001701,Greenwich,Criminal Damage,Other Criminal Damage,2,2015,Jun,Yes
E01002389,Havering,Theft and Handling,Theft From Motor Vehicle,2,2016,Aug,Yes
E01002610,Hounslow,Criminal Damage,Other Criminal Damage,1,2014,May,Yes
E01001623,Greenwich,Burglary,Burglary in Other Buildings,0,2013,Nov,No
E01001318,Ealing,Violence Against the Person,Common Assault,2,2016,Sep,Yes
E01001248,Ealing,Violence Against the Person,Common Assault,0,2013,Nov,No
E01002749,Islington,Theft and Handling,Theft From Shops,0,2015,Nov,No
E01000891,Camden,Theft and Handling,Theft From Motor Vehicle,0,2013,Feb,No
E01003121,Lambeth,Theft and Handling,Handling Stolen Goods,0,2014,Feb,No
E01003923,Southwark,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Nov,No
E01001054,Croydon,Theft and Handling,Other Theft Person,0,2013,Sep,No
E01003552,Newham,Criminal Damage,Other Criminal Damage,0,2013,Jan,No
E01003396,Merton,Burglary,Burglary in a Dwelling,0,2015,Mar,No
E01001320,Ealing,Violence Against the Person,Common Assault,1,2015,Aug,Yes
E01002297,Havering,Violence Against the Person,Other violence,0,2014,Oct,No
E01002564,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,Apr,No
E01002693,Hounslow,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Feb,No
E01000212,Barnet,Theft and Handling,Other Theft Person,0,2016,Feb,No
E01001278,Ealing,Theft and Handling,Theft From Shops,1,2016,May,Yes
E01033713,Hackney,Robbery,Business Property,0,2015,Jun,No
E01001446,Enfield,Burglary,Burglary in Other Buildings,0,2014,Sep,No
E01000832,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2015,Jan,No
E01001587,Greenwich,Violence Against the Person,Harassment,0,2013,Jan,No
E01000727,Bromley,Criminal Damage,Other Criminal Damage,0,2016,Jun,No
E01002821,Kensington and Chelsea,Theft and Handling,Other Theft Person,5,2014,Nov,Yes
E01003479,Newham,Drugs,Possession Of Drugs,1,2016,Nov,Yes
E01001177,Croydon,Violence Against the Person,Common Assault,2,2014,Oct,Yes
E01001056,Croydon,Violence Against the Person,Offensive Weapon,0,2013,Sep,No
E01002998,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2014,Oct,Yes
E01002085,Haringey,Robbery,Personal Property,0,2013,Apr,No
E01033579,Newham,Burglary,Burglary in a Dwelling,0,2013,Nov,No
E01002586,Hounslow,Violence Against the Person,Common Assault,0,2013,Sep,No
E01001232,Ealing,Theft and Handling,Theft From Motor Vehicle,0,2015,Jan,No
E01000417,Bexley,Criminal Damage,Criminal Damage To Other Building,0,2013,Jun,No
E01000657,Bromley,Theft and Handling,Other Theft,8,2015,Nov,Yes
E01001176,Croydon,Robbery,Personal Property,0,2014,Dec,No
E01000118,Barnet,Drugs,Drug Trafficking,0,2013,Jul,No
E01033592,Redbridge,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,Aug,No
E01000552,Brent,Violence Against the Person,Common Assault,0,2014,Apr,No
E01003133,Lambeth,Robbery,Business Property,0,2014,Nov,No
E01004372,Waltham Forest,Theft and Handling,Theft From Shops,0,2016,Oct,No
E01002712,Islington,Burglary,Burglary in Other Buildings,0,2016,Jan,No
E01003767,Redbridge,Criminal Damage,Criminal Damage To Other Building,0,2013,Jan,No
E01002574,Hounslow,Theft and Handling,Theft From Shops,0,2014,Mar,No
E01002976,Kingston upon Thames,Theft and Handling,Other Theft Person,0,2014,Aug,No
E01000061,Barking and Dagenham,Drugs,Other Drugs,0,2014,Jun,No
E01000124,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Feb,No
E01004012,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2016,Jul,Yes
E01001459,Enfield,Theft and Handling,Other Theft Person,1,2014,Jun,Yes
E01002583,Hounslow,Violence Against the Person,Wounding/GBH,0,2014,Dec,No
E01000706,Bromley,Violence Against the Person,Wounding/GBH,0,2015,Mar,No
E01001417,Enfield,Violence Against the Person,Wounding/GBH,0,2016,Nov,No
E01000229,Barnet,Theft and Handling,Other Theft Person,0,2015,Oct,No
E01003124,Lambeth,Theft and Handling,Other Theft,3,2013,Mar,Yes
E01003712,Redbridge,Violence Against the Person,Other violence,0,2013,Jun,No
E01001055,Croydon,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Dec,No
E01003481,Newham,Violence Against the Person,Offensive Weapon,0,2013,Dec,No
E01000432,Bexley,Theft and Handling,Handling Stolen Goods,0,2013,Jun,No
E01004630,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2015,Jul,Yes
E01002717,Islington,Theft and Handling,Other Theft Person,4,2016,Jan,Yes
E01000403,Bexley,Fraud or Forgery,Counted per Victim,0,2014,Jan,No
E01001853,Hammersmith and Fulham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Apr,No
E01000649,Bromley,Criminal Damage,Other Criminal Damage,0,2013,Jun,No
E01003212,Lewisham,Violence Against the Person,Murder,0,2014,Dec,No
E01002873,Kensington and Chelsea,Violence Against the Person,Harassment,4,2015,May,Yes
E01004167,Sutton,Fraud or Forgery,Other Fraud & Forgery,0,2015,Aug,No
E01001027,Croydon,Other Notifiable Offences,Other Notifiable,0,2015,Nov,No
E01004256,Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,May,No
E01003084,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2015,Jun,No
E01000997,Croydon,Violence Against the Person,Wounding/GBH,0,2016,Apr,No
E01002475,Hillingdon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,Feb,No
E01002332,Havering,Violence Against the Person,Harassment,0,2013,Dec,No
E01001534,Enfield,Violence Against the Person,Harassment,0,2013,Oct,No
E01000926,Camden,Criminal Damage,Other Criminal Damage,0,2014,Sep,No
E01003396,Merton,Theft and Handling,Handling Stolen Goods,0,2015,Oct,No
E01000629,Brent,Theft and Handling,Theft From Motor Vehicle,4,2014,Oct,Yes
E01003418,Merton,Criminal Damage,Criminal Damage To Dwelling,0,2014,Nov,No
E01001066,Croydon,Violence Against the Person,Other violence,0,2015,Mar,No
E01033572,Barnet,Theft and Handling,Other Theft,1,2013,Feb,Yes
E01001803,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Jan,No
E01003886,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,0,2014,May,No
E01003635,Newham,Theft and Handling,Other Theft Person,0,2013,Jul,No
E01003969,Southwark,Drugs,Drug Trafficking,0,2016,Jan,No
E01000720,Bromley,Violence Against the Person,Other violence,0,2016,Jan,No
E01000926,Camden,Theft and Handling,Theft From Shops,0,2014,Apr,No
E01000553,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,Apr,No
E01000640,Brent,Drugs,Drug Trafficking,0,2014,Feb,No
E01003404,Merton,Criminal Damage,Criminal Damage To Dwelling,0,2015,Dec,No
E01003398,Merton,Other Notifiable Offences,Other Notifiable,1,2015,Jan,Yes
E01004451,Waltham Forest,Robbery,Personal Property,0,2015,Dec,No
E01003147,Lambeth,Theft and Handling,Theft From Motor Vehicle,2,2013,Oct,Yes
E01000707,Bromley,Violence Against the Person,Offensive Weapon,0,2016,Aug,No
E01002537,Hillingdon,Fraud or Forgery,Counted per Victim,0,2016,May,No
E01001402,Enfield,Drugs,Drug Trafficking,0,2013,May,No
E01002010,Haringey,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,Mar,No
E01002013,Haringey,Criminal Damage,Criminal Damage To Other Building,0,2014,Oct,No
E01003057,Lambeth,Drugs,Drug Trafficking,0,2015,Mar,No
E01032773,Tower Hamlets,Violence Against the Person,Other violence,0,2013,Aug,No
E01004383,Waltham Forest,Violence Against the Person,Wounding/GBH,0,2015,Feb,No
E01000444,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,Jan,No
E01003419,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Feb,No
E01032639,Southwark,Theft and Handling,Theft/Taking of Pedal Cycle,1,2013,May,Yes
E01001202,Ealing,Violence Against the Person,Harassment,3,2015,Jul,Yes
E01002767,Islington,Other Notifiable Offences,Other Notifiable,0,2013,Jun,No
E01004498,Wandsworth,Violence Against the Person,Assault with Injury,0,2014,Oct,No
E01001252,Ealing,Drugs,Possession Of Drugs,0,2016,Sep,No
E01001480,Enfield,Violence Against the Person,Harassment,1,2014,Oct,Yes
E01001777,Hackney,Burglary,Burglary in Other Buildings,2,2016,Apr,Yes
E01001350,Ealing,Theft and Handling,Other Theft Person,0,2014,Mar,No
E01003382,Merton,Burglary,Burglary in a Dwelling,1,2014,Oct,Yes
E01000885,Camden,Violence Against the Person,Common Assault,1,2016,Feb,Yes
E01000046,Barking and Dagenham,Violence Against the Person,Common Assault,0,2016,Sep,No
E01002203,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Oct,No
E01002639,Hounslow,Burglary,Burglary in Other Buildings,0,2013,Jun,No
E01003440,Merton,Violence Against the Person,Common Assault,1,2015,Nov,Yes
E01004287,Tower Hamlets,Violence Against the Person,Harassment,2,2015,Jul,Yes
E01001856,Hammersmith and Fulham,Theft and Handling,Other Theft Person,1,2015,Sep,Yes
E01033710,Hackney,Violence Against the Person,Other violence,1,2016,Apr,Yes
E01001549,Enfield,Theft and Handling,Other Theft Person,0,2014,Mar,No
E01002979,Kingston upon Thames,Theft and Handling,Other Theft,0,2015,Jan,No
E01004394,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Jan,No
E01000199,Barnet,Theft and Handling,Other Theft Person,0,2013,Mar,No
E01000061,Barking and Dagenham,Robbery,Personal Property,0,2016,Apr,No
E01001115,Croydon,Other Notifiable Offences,Going Equipped,0,2015,Jan,No
E01003824,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,Aug,No
E01001433,Enfield,Theft and Handling,Other Theft,1,2015,Jul,Yes
E01004309,Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,Dec,No
E01002630,Hounslow,Drugs,Possession Of Drugs,0,2015,Sep,No
E01033325,Lewisham,Theft and Handling,Theft From Shops,0,2016,Nov,No
E01000456,Bexley,Other Notifiable Offences,Other Notifiable,0,2013,Aug,No
E01032767,Tower Hamlets,Drugs,Possession Of Drugs,0,2015,Nov,No
E01004385,Waltham Forest,Violence Against the Person,Common Assault,0,2015,Jul,No
E01003540,Newham,Violence Against the Person,Offensive Weapon,0,2016,Jun,No
E01000976,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,Jul,No
E01003014,Lambeth,Violence Against the Person,Offensive Weapon,0,2015,Sep,No
E01001933,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Aug,No
E01001535,Enfield,Drugs,Possession Of Drugs,0,2016,Aug,No
E01003927,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,Jul,No
E01003790,Redbridge,Drugs,Drug Trafficking,0,2016,Jun,No
E01004304,Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,Jan,No
E01002073,Haringey,Violence Against the Person,Harassment,5,2016,Jul,Yes
E01001680,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,1,2014,Sep,Yes
E01033570,Richmond upon Thames,Theft and Handling,Theft From Motor Vehicle,0,2014,Feb,No
E01002488,Hillingdon,Violence Against the Person,Common Assault,1,2015,Mar,Yes
E01000843,Camden,Violence Against the Person,Other violence,0,2015,Oct,No
E01003623,Newham,Other Notifiable Offences,Other Notifiable,0,2016,Jan,No
E01032583,Southwark,Other Notifiable Offences,Going Equipped,0,2013,Aug,No
E01000850,Camden,Theft and Handling,Other Theft,36,2013,Jan,Yes
E01004442,Waltham Forest,Theft and Handling,Theft From Motor Vehicle,1,2016,Apr,Yes
E01004336,Waltham Forest,Robbery,Personal Property,0,2015,Jun,No
E01033489,Islington,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Nov,No
E01001175,Croydon,Robbery,Personal Property,0,2014,Sep,No
E01002626,Hounslow,Drugs,Possession Of Drugs,1,2016,Jun,Yes
E01001431,Enfield,Theft and Handling,Handling Stolen Goods,0,2016,Mar,No
E01004565,Wandsworth,Drugs,Drug Trafficking,0,2013,Mar,No
E01000855,Camden,Theft and Handling,Handling Stolen Goods,0,2013,Jun,No
E01000625,Brent,Theft and Handling,Theft From Motor Vehicle,1,2014,Nov,Yes
E01001970,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,Apr,No
E01004753,Westminster,Violence Against the Person,Offensive Weapon,0,2013,Jun,No
E01003728,Redbridge,Criminal Damage,Other Criminal Damage,2,2014,Nov,Yes
E01003466,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Aug,No
E01000373,Bexley,Violence Against the Person,Assault with Injury,2,2015,May,Yes
E01000847,Camden,Violence Against the Person,Harassment,0,2014,Jun,No
E01003507,Newham,Violence Against the Person,Harassment,1,2015,Jul,Yes
E01004511,Wandsworth,Violence Against the Person,Other violence,0,2013,Feb,No
E01001581,Greenwich,Robbery,Personal Property,0,2014,Feb,No
E01004487,Wandsworth,Theft and Handling,Other Theft Person,0,2015,Sep,No
E01000315,Barnet,Violence Against the Person,Common Assault,4,2015,Dec,Yes
E01000068,Barking and Dagenham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Jul,No
E01000323,Barnet,Fraud or Forgery,Counted per Victim,0,2015,Oct,No
E01004530,Wandsworth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Nov,No
E01004021,Southwark,Violence Against the Person,Other violence,0,2016,Nov,No
E01003214,Lewisham,Theft and Handling,Other Theft Person,2,2014,Oct,Yes
E01001240,Ealing,Violence Against the Person,Assault with Injury,1,2015,Jul,Yes
E01002898,Kensington and Chelsea,Other Notifiable Offences,Other Notifiable,0,2014,May,No
E01000713,Bromley,Drugs,Possession Of Drugs,0,2013,Dec,No
E01002223,Harrow,Violence Against the Person,Common Assault,0,2015,Apr,No
E01001862,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,0,2016,Jul,No
E01003456,Merton,Violence Against the Person,Harassment,2,2015,Jul,Yes
E01033493,Islington,Violence Against the Person,Common Assault,0,2013,Apr,No
E01000714,Bromley,Violence Against the Person,Assault with Injury,2,2015,Nov,Yes
E01000982,Croydon,Theft and Handling,Handling Stolen Goods,0,2016,Jan,No
E01003407,Merton,Violence Against the Person,Other violence,0,2016,Dec,No
E01003590,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,Jul,Yes
E01003019,Lambeth,Drugs,Possession Of Drugs,2,2015,Jun,Yes
E01003037,Lambeth,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Apr,No
E01000260,Barnet,Violence Against the Person,Harassment,2,2016,Nov,Yes
E01000119,Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,Jul,Yes
E01000332,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Aug,No
E01003214,Lewisham,Drugs,Possession Of Drugs,1,2013,Jun,Yes
E01000747,Bromley,Criminal Damage,Other Criminal Damage,0,2016,Mar,No
E01001917,Hammersmith and Fulham,Violence Against the Person,Wounding/GBH,0,2016,Sep,No
E01002150,Harrow,Other Notifiable Offences,Going Equipped,0,2013,Jul,No
E01001178,Croydon,Criminal Damage,Other Criminal Damage,0,2015,Jul,No
E01002307,Havering,Burglary,Burglary in a Dwelling,1,2014,Aug,Yes
E01003863,Richmond upon Thames,Theft and Handling,Theft From Motor Vehicle,0,2013,Sep,No
E01004381,Waltham Forest,Theft and Handling,Theft From Shops,0,2014,Aug,No
E01004644,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,0,2014,Feb,No
E01002696,Islington,Fraud or Forgery,Other Fraud & Forgery,0,2016,Sep,No
E01002348,Havering,Theft and Handling,Theft From Motor Vehicle,0,2014,May,No
E01002898,Kensington and Chelsea,Other Notifiable Offences,Other Notifiable,0,2016,Oct,No
E01003210,Lewisham,Violence Against the Person,Common Assault,1,2016,Jan,Yes
E01003291,Lewisham,Other Notifiable Offences,Other Notifiable,0,2014,Mar,No
E01004024,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,Jun,Yes
E01004283,Tower Hamlets,Criminal Damage,Other Criminal Damage,2,2016,Dec,Yes
E01001188,Croydon,Theft and Handling,Other Theft,0,2013,Jun,No
E01032719,Southwark,Other Notifiable Offences,Other Notifiable,0,2014,Aug,No
E01003950,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2014,Feb,Yes
E01000602,Brent,Theft and Handling,Theft From Motor Vehicle,1,2015,Jun,Yes
E01002045,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,Sep,No
E01002346,Havering,Violence Against the Person,Harassment,0,2014,Apr,No
E01002153,Harrow,Criminal Damage,Criminal Damage To Dwelling,0,2015,Dec,No
E01002760,Islington,Drugs,Drug Trafficking,0,2016,Nov,No
E01000128,Barnet,Criminal Damage,Criminal Damage To Other Building,0,2016,Oct,No
E01003480,Newham,Criminal Damage,Criminal Damage To Dwelling,0,2015,Jul,No
E01033571,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,0,2014,May,No
E01000847,Camden,Burglary,Burglary in Other Buildings,0,2014,Jun,No
E01000013,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,0,2016,Jun,No
E01000860,Camden,Theft and Handling,Theft/Taking of Pedal Cycle,1,2016,Dec,Yes
E01000653,Bromley,Theft and Handling,Other Theft,0,2016,Apr,No
E01003507,Newham,Fraud or Forgery,Other Fraud & Forgery,0,2015,Mar,No
E01001440,Enfield,Theft and Handling,Other Theft,1,2015,May,Yes
E01002987,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,3,2015,Oct,Yes
E01002120,Harrow,Burglary,Burglary in Other Buildings,1,2014,Jan,Yes
E01000562,Brent,Theft and Handling,Theft From Motor Vehicle,1,2013,Jan,Yes
E01001871,Hammersmith and Fulham,Drugs,Possession Of Drugs,0,2016,Nov,No
E01004239,Tower Hamlets,Burglary,Burglary in Other Buildings,0,2014,Dec,No
E01000878,Camden,Theft and Handling,Theft From Motor Vehicle,2,2014,Dec,Yes
E01001331,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,4,2013,Jan,Yes
E01003949,Southwark,Criminal Damage,Other Criminal Damage,1,2015,Apr,Yes
E01000708,Bromley,Violence Against the Person,Offensive Weapon,0,2015,Jun,No
E01000528,Brent,Robbery,Business Property,0,2013,Jul,No
E01002425,Hillingdon,Drugs,Drug Trafficking,0,2014,Jun,No
E01003290,Lewisham,Fraud or Forgery,Other Fraud & Forgery,0,2013,Dec,No
E01000485,Brent,Theft and Handling,Other Theft Person,0,2014,Jul,No
E01000467,Bexley,Drugs,Drug Trafficking,1,2015,Jul,Yes
E01000661,Bromley,Theft and Handling,Other Theft,1,2014,Feb,Yes
E01001844,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Dec,No
E01001484,Enfield,Violence Against the Person,Offensive Weapon,0,2016,Apr,No
E01000472,Brent,Drugs,Drug Trafficking,0,2016,Jun,No
E01004414,Waltham Forest,Burglary,Burglary in a Dwelling,0,2016,Jun,No
E01003069,Lambeth,Violence Against the Person,Wounding/GBH,0,2016,Oct,No
E01003109,Lambeth,Drugs,Drug Trafficking,1,2014,Dec,Yes
E01000916,Camden,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,Dec,Yes
E01001654,Greenwich,Robbery,Personal Property,0,2016,Aug,No
E01004345,Waltham Forest,Robbery,Personal Property,1,2015,Jun,Yes
E01001149,Croydon,Violence Against the Person,Harassment,1,2013,Jan,Yes
E01004552,Wandsworth,Theft and Handling,Handling Stolen Goods,0,2014,Mar,No
E01003498,Newham,Other Notifiable Offences,Other Notifiable,0,2015,Mar,No
E01000814,Bromley,Violence Against the Person,Common Assault,0,2016,Aug,No
E01003902,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,0,2016,May,No
E01004629,Wandsworth,Theft and Handling,Theft From Motor Vehicle,1,2013,Feb,Yes
E01003670,Redbridge,Theft and Handling,Theft From Shops,0,2015,Apr,No
E01003524,Newham,Robbery,Business Property,0,2016,Jan,No
E01002859,Kensington and Chelsea,Fraud or Forgery,Other Fraud & Forgery,0,2014,Mar,No
E01001141,Croydon,Sexual Offences,Other Sexual,0,2014,Apr,No
E01002054,Haringey,Drugs,Drug Trafficking,0,2016,Aug,No
E01000702,Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,Sep,No
E01002890,Kensington and Chelsea,Violence Against the Person,Offensive Weapon,0,2014,Sep,No
E01001789,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2013,Jul,No
E01002425,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,Jan,Yes
E01003889,Richmond upon Thames,Violence Against the Person,Other violence,0,2013,May,No
E01004451,Waltham Forest,Robbery,Personal Property,0,2016,Nov,No
E01000024,Barking and Dagenham,Violence Against the Person,Other violence,0,2014,Jan,No
E01001696,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,May,No
E01000317,Barnet,Other Notifiable Offences,Other Notifiable,0,2016,Apr,No
E01004536,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,0,2016,Mar,No
E01003882,Richmond upon Thames,Violence Against the Person,Common Assault,1,2015,Jan,Yes
E01001694,Greenwich,Drugs,Possession Of Drugs,0,2013,Jun,No
E01002101,Haringey,Violence Against the Person,Common Assault,1,2015,Mar,Yes
E01001368,Ealing,Violence Against the Person,Wounding/GBH,1,2016,Jul,Yes
E01000635,Brent,Robbery,Business Property,0,2016,May,No
E01002608,Hounslow,Other Notifiable Offences,Going Equipped,1,2016,Oct,Yes
E01002702,Islington,Theft and Handling,Theft From Shops,0,2013,Feb,No
E01001266,Ealing,Burglary,Burglary in Other Buildings,1,2014,Feb,Yes
E01002530,Hillingdon,Burglary,Burglary in Other Buildings,0,2015,Jan,No
E01004727,Westminster,Theft and Handling,Other Theft,7,2013,Jan,Yes
E01000557,Brent,Violence Against the Person,Harassment,0,2016,Feb,No
E01000261,Barnet,Violence Against the Person,Assault with Injury,1,2014,Jul,Yes
E01003337,Lewisham,Theft and Handling,Theft From Motor Vehicle,0,2016,Jul,No
E01004496,Wandsworth,Violence Against the Person,Wounding/GBH,0,2014,Dec,No
E01003541,Newham,Criminal Damage,Other Criminal Damage,0,2014,Dec,No
E01001976,Haringey,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,Sep,No
E01001298,Ealing,Violence Against the Person,Common Assault,2,2016,Dec,Yes
E01003028,Lambeth,Theft and Handling,Other Theft,1,2013,Jan,Yes
E01002080,Haringey,Robbery,Business Property,0,2015,Apr,No
E01000426,Bexley,Fraud or Forgery,Other Fraud & Forgery,0,2016,Sep,No
E01003087,Lambeth,Theft and Handling,Theft From Shops,0,2013,Oct,No
E01001825,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Mar,No
E01001342,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Aug,No
E01004518,Wandsworth,Robbery,Business Property,0,2013,Sep,No
E01002214,Harrow,Criminal Damage,Criminal Damage To Dwelling,1,2013,Dec,Yes
E01001066,Croydon,Other Notifiable Offences,Other Notifiable,0,2016,May,No
E01003431,Merton,Criminal Damage,Criminal Damage To Dwelling,3,2016,Mar,Yes
E01000344,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,Sep,No
E01002657,Hounslow,Violence Against the Person,Other violence,0,2015,Dec,No
E01001375,Ealing,Violence Against the Person,Other violence,0,2014,Apr,No
E01003244,Lewisham,Theft and Handling,Other Theft Person,0,2015,Aug,No
E01003465,Merton,Drugs,Drug Trafficking,0,2014,Jan,No
E01000964,Camden,Drugs,Possession Of Drugs,0,2014,Aug,No
E01003003,Kingston upon Thames,Criminal Damage,Criminal Damage To Dwelling,1,2016,Oct,Yes
E01001369,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Apr,No
E01004637,Wandsworth,Drugs,Drug Trafficking,0,2014,Jan,No
E01033590,Redbridge,Violence Against the Person,Assault with Injury,0,2014,Jan,No
E01000911,Camden,Other Notifiable Offences,Going Equipped,0,2016,Jan,No
E01001976,Haringey,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,Jan,Yes
E01001243,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Nov,No
E01000910,Camden,Violence Against the Person,Offensive Weapon,0,2013,Feb,No
E01004055,Southwark,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,Mar,No
E01002877,Kensington and Chelsea,Violence Against the Person,Assault with Injury,0,2015,Aug,No
E01002063,Haringey,Drugs,Drug Trafficking,0,2016,Dec,No
E01004244,Tower Hamlets,Burglary,Burglary in Other Buildings,1,2014,Oct,Yes
E01003018,Lambeth,Theft and Handling,Other Theft Person,1,2015,Sep,Yes
E01001477,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Oct,No
E01004641,Wandsworth,Drugs,Possession Of Drugs,0,2015,Feb,No
E01000613,Brent,Burglary,Burglary in Other Buildings,0,2015,Oct,No
E01000535,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2014,Jun,Yes
E01002520,Hillingdon,Violence Against the Person,Offensive Weapon,0,2013,May,No
E01001468,Enfield,Burglary,Burglary in a Dwelling,0,2015,Jul,No
E01002285,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,Sep,No
E01001783,Hackney,Fraud or Forgery,Counted per Victim,0,2016,Apr,No
E01002168,Harrow,Theft and Handling,Other Theft,1,2015,Mar,Yes
E01002719,Islington,Theft and Handling,Handling Stolen Goods,0,2016,Apr,No
E01001211,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Jun,No
