lsoa_code,borough,major_category,minor_category,value,year,month,crime_occurred
E01004195,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,Nov,No
E01001436,Enfield,Violence Against the Person,Other violence,0,2015,Feb,No
E01003975,Southwark,Burglary,Burglary in Other Buildings,0,2015,Oct,No
E01004280,Tower Hamlets,Other Notifiable Offences,Other Notifiable,0,2014,Jun,No
E01002269,Havering,Robbery,Personal Property,0,2015,Sep,No
E01003139,Lambeth,Theft and Handling,Other Theft Person,0,2014,May,No
E01001580,Greenwich,Theft and Handling,Handling Stolen Goods,0,2016,Oct,No
E01004549,Wandsworth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Dec,No
E01002223,Harrow,Theft and Handling,Other Theft Person,0,2013,Mar,No
E01004643,Wandsworth,Theft and Handling,Theft From Shops,0,2013,Jun,No
E01004439,Waltham Forest,Theft and Handling,Handling Stolen Goods,0,2015,Jun,No
E01001445,Enfield,Violence Against the Person,Other violence,0,2015,Jul,No
E01002302,Havering,Violence Against the Person,Wounding/GBH,0,2015,Mar,No
E01000947,Camden,Theft and Handling,Theft/Taking of Pedal Cycle,1,2015,Jan,Yes
E01004253,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,1,2013,Jan,Yes
E01000831,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2013,Jul,No
E01000279,Barnet,Violence Against the Person,Common Assault,0,2014,May,No
E01004729,Westminster,Theft and Handling,Other Theft,0,2015,Aug,No
E01002455,Hillingdon,Drugs,Drug Trafficking,0,2015,Feb,No
E01000759,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,Apr,Yes
E01000497,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,Oct,Yes
E01002640,Hounslow,Criminal Damage,Criminal Damage To Dwelling,0,2015,Mar,No
E01001961,Hammersmith and Fulham,Theft and Handling,Theft From Motor Vehicle,1,2014,May,Yes
E01000027,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,3,2016,Sep,Yes
E01002286,Havering,Criminal Damage,Criminal Damage To Dwelling,0,2015,May,No
E01002382,Havering,Theft and Handling,Theft From Shops,0,2013,Jul,No
E01000258,Barnet,Violence Against the Person,Harassment,0,2014,Jul,No
E01004118,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,1,2013,Jul,Yes
E01001607,Greenwich,Robbery,Personal Property,0,2014,Feb,No
E01003370,Merton,Theft and Handling,Theft From Motor Vehicle,0,2015,Feb,No
E01000098,Barking and Dagenham,Violence Against the Person,Common Assault,0,2016,Nov,No
E01003712,Redbridge,Theft and Handling,Theft From Motor Vehicle,1,2014,Nov,Yes
E01001603,Greenwich,Burglary,Burglary in a Dwelling,2,2016,Apr,Yes
E01003552,Newham,Violence Against the Person,Murder,0,2015,May,No
E01003892,Richmond upon Thames,Burglary,Burglary in a Dwelling,1,2015,Aug,Yes
E01003032,Lambeth,Drugs,Possession Of Drugs,0,2014,Dec,No
E01000849,Camden,Other Notifiable Offences,Going Equipped,0,2014,Sep,No
E01001740,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Jul,No
E01001294,Ealing,Fraud or Forgery,Counted per Victim,0,2014,Mar,No
E01001432,Enfield,Drugs,Possession Of Drugs,3,2014,Nov,Yes
E01000493,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Feb,No
E01001235,Ealing,Burglary,Burglary in a Dwelling,0,2013,Sep,No
E01003876,Richmond upon Thames,Violence Against the Person,Offensive Weapon,0,2016,Jan,No
E01003267,Lewisham,Violence Against the Person,Offensive Weapon,0,2015,Mar,No
E01001619,Greenwich,Burglary,Burglary in Other Buildings,1,2014,Sep,Yes
E01001921,Hammersmith and Fulham,Theft and Handling,Other Theft,6,2015,Sep,Yes
E01002187,Harrow,Drugs,Drug Trafficking,0,2013,Dec,No
E01004568,Wandsworth,Theft and Handling,Handling Stolen Goods,0,2014,Jan,No
E01002723,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,Nov,No
E01001547,Enfield,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,Oct,No
E01001983,Haringey,Theft and Handling,Theft From Motor Vehicle,1,2015,Oct,Yes
E01002109,Harrow,Burglary,Burglary in a Dwelling,0,2013,Feb,No
E01002923,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,1,2014,Feb,Yes
E01002915,Kingston upon Thames,Violence Against the Person,Offensive Weapon,0,2015,Jun,No
E01001683,Greenwich,Violence Against the Person,Harassment,4,2015,Jun,Yes
E01001425,Enfield,Burglary,Burglary in Other Buildings,0,2016,May,No
E01003025,Lambeth,Criminal Damage,Criminal Damage To Dwelling,0,2016,Jun,No
E01000947,Camden,Theft and Handling,Handling Stolen Goods,0,2016,Mar,No
E01003670,Redbridge,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Aug,No
E01001171,Croydon,Violence Against the Person,Other violence,0,2016,Nov,No
E01003391,Merton,Violence Against the Person,Other violence,0,2016,Jul,No
E01002433,Hillingdon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Aug,No
E01000663,Bromley,Violence Against the Person,Assault with Injury,0,2016,Jan,No
E01001156,Croydon,Burglary,Burglary in a Dwelling,0,2013,Mar,No
E01002927,Kingston upon Thames,Drugs,Drug Trafficking,0,2016,Mar,No
E01002677,Hounslow,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Jan,No
E01002461,Hillingdon,Criminal Damage,Criminal Damage To Other Building,0,2015,Sep,No
E01002102,Haringey,Burglary,Burglary in Other Buildings,0,2015,Aug,No
E01003727,Redbridge,Drugs,Possession Of Drugs,0,2014,Mar,No
E01003862,Richmond upon Thames,Violence Against the Person,Harassment,0,2015,Oct,No
E01000526,Brent,Violence Against the Person,Offensive Weapon,0,2014,Sep,No
E01002370,Havering,Drugs,Other Drugs,0,2016,Feb,No
E01000770,Bromley,Robbery,Business Property,0,2016,Jul,No
E01003786,Redbridge,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Feb,No
E01001565,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Apr,No
E01000071,Barking and Dagenham,Theft and Handling,Other Theft Person,0,2013,Oct,No
E01002258,Havering,Theft and Handling,Theft From Motor Vehicle,1,2015,Apr,Yes
E01004041,Southwark,Criminal Damage,Criminal Damage To Other Building,0,2015,Jun,No
E01004400,Waltham Forest,Robbery,Personal Property,1,2013,Apr,Yes
E01000746,Bromley,Robbery,Personal Property,0,2013,Dec,No
E01001127,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Mar,No
E01000987,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,Mar,No
E01001713,Greenwich,Drugs,Drug Trafficking,0,2015,Feb,No
E01003630,Newham,Burglary,Burglary in a Dwelling,0,2016,Aug,No
E01001272,Ealing,Burglary,Burglary in Other Buildings,0,2015,Apr,No
E01001200,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Apr,No
E01004587,Wandsworth,Criminal Damage,Criminal Damage To Other Building,0,2013,Feb,No
E01003795,Redbridge,Violence Against the Person,Other violence,0,2014,Jul,No
E01033725,Hillingdon,Theft and Handling,Other Theft Person,1,2014,Nov,Yes
E01004035,Southwark,Theft and Handling,Theft From Shops,0,2013,May,No
E01002525,Hillingdon,Violence Against the Person,Assault with Injury,0,2014,Jul,No
E01000210,Barnet,Violence Against the Person,Wounding/GBH,0,2016,Jul,No
E01002545,Hillingdon,Theft and Handling,Handling Stolen Goods,0,2016,Jun,No
E01003014,Lambeth,Drugs,Drug Trafficking,0,2013,Mar,No
E01000965,Camden,Theft and Handling,Other Theft,0,2013,May,No
E01032569,Croydon,Theft and Handling,Theft From Shops,0,2013,Jan,No
E01001498,Enfield,Burglary,Burglary in a Dwelling,1,2013,Mar,Yes
E01003411,Merton,Robbery,Business Property,0,2014,Apr,No
E01003311,Lewisham,Theft and Handling,Other Theft,2,2015,Oct,Yes
E01001829,Hackney,Other Notifiable Offences,Other Notifiable,0,2013,Oct,No
E01004010,Southwark,Theft and Handling,Theft From Shops,0,2013,May,No
E01003220,Lewisham,Drugs,Drug Trafficking,0,2015,Nov,No
E01001834,Hackney,Theft and Handling,Theft/Taking of Pedal Cycle,1,2014,Sep,Yes
E01001397,Enfield,Robbery,Personal Property,0,2016,Jun,No
E01002796,Islington,Robbery,Business Property,0,2014,Nov,No
E01001147,Croydon,Drugs,Possession Of Drugs,1,2016,Mar,Yes
E01003941,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Nov,No
E01000290,Barnet,Drugs,Drug Trafficking,0,2013,Dec,No
E01000898,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,Jan,No
E01002229,Harrow,Violence Against the Person,Wounding/GBH,0,2014,Sep,No
E01002978,Kingston upon Thames,Violence Against the Person,Other violence,0,2015,Sep,No
E01002274,Havering,Fraud or Forgery,Counted per Victim,0,2016,Dec,No
E01000415,Bexley,Theft and Handling,Theft From Shops,0,2014,Oct,No
E01002980,Kingston upon Thames,Criminal Damage,Other Criminal Damage,0,2014,Sep,No
E01003446,Merton,Robbery,Business Property,0,2015,Sep,No
E01004734,Westminster,Violence Against the Person,Offensive Weapon,4,2014,Dec,Yes
E01001253,Ealing,Criminal Damage,Other Criminal Damage,0,2013,Sep,No
E01002640,Hounslow,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Jul,No
E01000739,Bromley,Criminal Damage,Other Criminal Damage,2,2013,Jun,Yes
E01000321,Barnet,Theft and Handling,Theft From Motor Vehicle,1,2016,Nov,Yes
E01004298,Tower Hamlets,Theft and Handling,Theft From Shops,1,2016,Jan,Yes
E01004189,Sutton,Violence Against the Person,Harassment,0,2013,Sep,No
E01001309,Ealing,Burglary,Burglary in Other Buildings,0,2013,Apr,No
E01004321,Tower Hamlets,Violence Against the Person,Assault with Injury,1,2016,Aug,Yes
E01001983,Haringey,Violence Against the Person,Wounding/GBH,0,2016,Jan,No
E01002477,Hillingdon,Theft and Handling,Other Theft,0,2016,May,No
E01033706,Hackney,Theft and Handling,Theft From Motor Vehicle,0,2015,Jun,No
E01003596,Newham,Robbery,Personal Property,0,2016,Oct,No
E01000399,Bexley,Robbery,Personal Property,0,2015,Jan,No
E01000264,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Apr,No
E01004484,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,1,2013,Mar,Yes
E01000937,Camden,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Nov,No
E01001886,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Nov,No
E01003890,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,0,2016,Oct,No
E01001262,Ealing,Violence Against the Person,Assault with Injury,0,2014,Aug,No
E01004396,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Jul,No
E01000275,Barnet,Criminal Damage,Other Criminal Damage,0,2014,Aug,No
E01000833,Bromley,Theft and Handling,Theft From Motor Vehicle,1,2015,Feb,Yes
E01000903,Camden,Theft and Handling,Theft From Motor Vehicle,0,2014,Oct,No
E01000691,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2016,Jan,No
E01003798,Richmond upon Thames,Theft and Handling,Other Theft Person,0,2014,Jan,No
E01003821,Richmond upon Thames,Violence Against the Person,Wounding/GBH,0,2016,Oct,No
E01003172,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Aug,No
E01001876,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,Feb,No
E01003870,Richmond upon Thames,Robbery,Business Property,0,2014,Jul,No
E01002429,Hillingdon,Robbery,Personal Property,0,2015,Jan,No
E01004601,Wandsworth,Other Notifiable Offences,Going Equipped,0,2013,Sep,No
E01002756,Islington,Theft and Handling,Theft From Shops,0,2016,Mar,No
E01001656,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,Apr,No
E01003006,Kingston upon Thames,Theft and Handling,Other Theft,1,2013,Aug,Yes
E01002971,Kingston upon Thames,Drugs,Possession Of Drugs,1,2014,Jun,Yes
E01004105,Sutton,Violence Against the Person,Assault with Injury,1,2013,Dec,Yes
E01004390,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,Nov,No
E01001353,Ealing,Violence Against the Person,Harassment,0,2013,Feb,No
E01000782,Bromley,Drugs,Possession Of Drugs,0,2015,Feb,No
E01000691,Bromley,Violence Against the Person,Common Assault,1,2014,Oct,Yes
E01002114,Harrow,Theft and Handling,Other Theft Person,0,2015,May,No
E01002401,Hillingdon,Burglary,Burglary in a Dwelling,0,2015,May,No
E01001665,Greenwich,Burglary,Burglary in a Dwelling,0,2013,Oct,No
E01003689,Redbridge,Criminal Damage,Other Criminal Damage,1,2016,May,Yes
E01000506,Brent,Theft and Handling,Theft From Shops,0,2014,Nov,No
E01001053,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Apr,No
E01000701,Bromley,Robbery,Personal Property,0,2015,Jun,No
E01000592,Brent,Other Notifiable Offences,Going Equipped,0,2014,Jul,No
E01000359,Bexley,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,May,No
E01003934,Southwark,Violence Against the Person,Other violence,0,2014,Jan,No
E01001788,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2014,Mar,No
E01004070,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Nov,No
E01002275,Havering,Drugs,Drug Trafficking,0,2015,Jan,No
E01003582,Newham,Burglary,Burglary in a Dwelling,4,2015,Sep,Yes
E01003638,Redbridge,Drugs,Drug Trafficking,0,2014,Dec,No
E01000137,Barnet,Violence Against the Person,Wounding/GBH,2,2016,Feb,Yes
E01001056,Croydon,Violence Against the Person,Common Assault,0,2013,May,No
E01003161,Lambeth,Drugs,Possession Of Drugs,0,2013,Mar,No
E01002351,Havering,Drugs,Drug Trafficking,0,2013,Dec,No
E01001120,Croydon,Violence Against the Person,Common Assault,1,2014,Mar,Yes
E01004342,Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,Oct,No
E01000056,Barking and Dagenham,Drugs,Possession Of Drugs,1,2013,Feb,Yes
E01004516,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,Oct,No
E01000438,Bexley,Theft and Handling,Theft From Shops,0,2015,Jan,No
E01000708,Bromley,Criminal Damage,Other Criminal Damage,0,2014,Dec,No
E01003025,Lambeth,Robbery,Business Property,1,2016,Feb,Yes
E01004475,Wandsworth,Theft and Handling,Theft From Motor Vehicle,2,2014,Feb,Yes
E01003385,Merton,Burglary,Burglary in Other Buildings,0,2014,Feb,No
E01002165,Harrow,Violence Against the Person,Wounding/GBH,0,2013,Mar,No
E01000015,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,0,2014,May,No
E01003402,Merton,Violence Against the Person,Wounding/GBH,0,2014,Sep,No
E01004516,Wandsworth,Theft and Handling,Other Theft,0,2016,Jan,No
E01004514,Wandsworth,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,Sep,No
E01004503,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,0,2015,May,No
E01001055,Croydon,Violence Against the Person,Wounding/GBH,0,2013,Sep,No
E01003232,Lewisham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Jan,No
E01003449,Merton,Robbery,Business Property,0,2016,Oct,No
E01003602,Newham,Violence Against the Person,Common Assault,1,2014,Jun,Yes
E01001173,Croydon,Criminal Damage,Other Criminal Damage,0,2015,Sep,No
E01003781,Redbridge,Violence Against the Person,Other violence,0,2015,Mar,No
E01001370,Ealing,Theft and Handling,Theft From Motor Vehicle,1,2013,Jul,Yes
E01001199,Ealing,Violence Against the Person,Other violence,0,2013,Jun,No
E01000298,Barnet,Burglary,Burglary in a Dwelling,2,2013,Sep,Yes
E01000838,Bromley,Theft and Handling,Other Theft Person,0,2015,Jun,No
E01001536,Enfield,Robbery,Business Property,0,2014,Nov,No
E01003463,Merton,Theft and Handling,Other Theft,0,2013,Mar,No
E01002136,Harrow,Drugs,Possession Of Drugs,2,2014,Sep,Yes
E01032790,Hammersmith and Fulham,Drugs,Drug Trafficking,0,2016,Jul,No
E01002612,Hounslow,Violence Against the Person,Other violence,1,2015,Jul,Yes
E01001038,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,May,No
E01003939,Southwark,Robbery,Personal Property,0,2014,Sep,No
E01002489,Hillingdon,Drugs,Drug Trafficking,0,2013,Sep,No
E01002555,Hounslow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,Oct,No
E01000463,Bexley,Violence Against the Person,Harassment,0,2013,Jan,No
E01004312,Tower Hamlets,Violence Against the Person,Common Assault,2,2016,Mar,Yes
E01004643,Wandsworth,Drugs,Possession Of Drugs,0,2016,Jul,No
E01003902,Richmond upon Thames,Violence Against the Person,Other violence,0,2016,Oct,No
E01001845,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2013,Oct,No
E01001749,Hackney,Burglary,Burglary in a Dwelling,0,2015,Oct,No
E01033710,Hackney,Violence Against the Person,Common Assault,0,2014,Jun,No
E01002556,Hounslow,Violence Against the Person,Other violence,0,2014,Aug,No
E01002686,Hounslow,Violence Against the Person,Assault with Injury,2,2014,Dec,Yes
E01003833,Richmond upon Thames,Criminal Damage,Other Criminal Damage,0,2014,Jan,No
E01001974,Haringey,Burglary,Burglary in a Dwelling,0,2015,Oct,No
E01003445,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,1,2016,Feb,Yes
E01003176,Lambeth,Other Notifiable Offences,Going Equipped,0,2013,Mar,No
E01000270,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,May,No
E01000316,Barnet,Theft and Handling,Other Theft Person,0,2014,Jan,No
E01000100,Barking and Dagenham,Theft and Handling,Other Theft,0,2016,Sep,No
E01003149,Lambeth,Criminal Damage,Other Criminal Damage,1,2015,Dec,Yes
E01002443,Hillingdon,Theft and Handling,Handling Stolen Goods,0,2016,Aug,No
E01003016,Lambeth,Other Notifiable Offences,Going Equipped,0,2015,Oct,No
E01004245,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Sep,No
E01002798,Islington,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Feb,No
E01004179,Sutton,Robbery,Personal Property,0,2013,Dec,No
E01003026,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Apr,No
E01000866,Camden,Burglary,Burglary in Other Buildings,0,2016,Apr,No
E01003772,Redbridge,Burglary,Burglary in Other Buildings,0,2013,Jul,No
E01004474,Wandsworth,Drugs,Possession Of Drugs,3,2016,Jan,Yes
E01003652,Redbridge,Theft and Handling,Handling Stolen Goods,0,2014,Jul,No
E01002967,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,0,2015,Aug,No
E01004699,Westminster,Violence Against the Person,Assault with Injury,1,2015,Nov,Yes
E01002447,Hillingdon,Theft and Handling,Other Theft,5,2014,Jun,Yes
E01000703,Bromley,Drugs,Possession Of Drugs,0,2014,Nov,No
E01002791,Islington,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Sep,No
E01003308,Lewisham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,Feb,No
E01001327,Ealing,Theft and Handling,Other Theft,3,2014,Nov,Yes
E01000480,Brent,Burglary,Burglary in a Dwelling,2,2016,Jun,Yes
E01001361,Ealing,Fraud or Forgery,Other Fraud & Forgery,0,2015,Dec,No
E01000356,Bexley,Drugs,Possession Of Drugs,0,2013,Jan,No
E01003098,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Jan,No
E01001641,Greenwich,Theft and Handling,Other Theft,10,2014,Mar,Yes
E01001426,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,2,2016,Jul,Yes
E01000911,Camden,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Jan,No
E01000928,Camden,Criminal Damage,Other Criminal Damage,0,2013,Feb,No
E01001905,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,0,2013,May,No
E01002224,Harrow,Violence Against the Person,Common Assault,0,2015,Jan,No
E01002376,Havering,Burglary,Burglary in Other Buildings,0,2014,Dec,No
E01000274,Barnet,Violence Against the Person,Wounding/GBH,0,2016,Dec,No
E01002732,Islington,Robbery,Personal Property,0,2013,Jul,No
E01004024,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,Jul,Yes
E01003602,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Feb,No
E01003244,Lewisham,Burglary,Burglary in Other Buildings,1,2014,Mar,Yes
E01004662,Westminster,Theft and Handling,Theft From Motor Vehicle,1,2013,Nov,Yes
E01004059,Southwark,Violence Against the Person,Harassment,0,2014,Dec,No
E01001708,Greenwich,Criminal Damage,Other Criminal Damage,1,2016,Aug,Yes
E01002031,Haringey,Fraud or Forgery,Other Fraud & Forgery,0,2013,Sep,No
E01002265,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,Aug,No
E01002609,Hounslow,Burglary,Burglary in a Dwelling,1,2013,Mar,Yes
E01001050,Croydon,Violence Against the Person,Other violence,0,2014,Mar,No
E01004761,Westminster,Drugs,Drug Trafficking,0,2015,Apr,No
E01000962,Camden,Robbery,Personal Property,0,2016,May,No
E01000196,Barnet,Violence Against the Person,Wounding/GBH,1,2016,Mar,Yes
E01001224,Ealing,Violence Against the Person,Assault with Injury,0,2016,Oct,No
E01003880,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,0,2015,Dec,No
E01001853,Hammersmith and Fulham,Theft and Handling,Theft From Motor Vehicle,2,2015,Nov,Yes
E01001694,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Jan,No
E01001744,Hackney,Violence Against the Person,Common Assault,0,2015,Dec,No
E01004568,Wandsworth,Drugs,Drug Trafficking,0,2013,Jul,No
E01002972,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,0,2016,Aug,No
E01003139,Lambeth,Drugs,Possession Of Drugs,0,2013,Apr,No
E01000335,Bexley,Theft and Handling,Handling Stolen Goods,0,2015,Jul,No
E01002363,Havering,Theft and Handling,Theft From Motor Vehicle,0,2016,Apr,No
E01001376,Ealing,Theft and Handling,Other Theft,1,2016,Jun,Yes
E01002101,Haringey,Violence Against the Person,Other violence,5,2014,Apr,Yes
E01001908,Hammersmith and Fulham,Burglary,Burglary in Other Buildings,1,2015,Oct,Yes
E01002648,Hounslow,Other Notifiable Offences,Other Notifiable,0,2015,Jun,No
E01003334,Lewisham,Violence Against the Person,Wounding/GBH,2,2014,May,Yes
E01001849,Hackney,Drugs,Possession Of Drugs,1,2015,Apr,Yes
E01002167,Harrow,Drugs,Possession Of Drugs,0,2014,Apr,No
E01004410,Waltham Forest,Violence Against the Person,Offensive Weapon,0,2016,Apr,No
E01000163,Barnet,Violence Against the Person,Other violence,0,2015,Apr,No
E01001902,Hammersmith and Fulham,Violence Against the Person,Offensive Weapon,0,2013,Jun,No
E01002065,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Feb,No
E01002783,Islington,Other Notifiable Offences,Other Notifiable,0,2016,Mar,No
E01001580,Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,Dec,No
E01001887,Hammersmith and Fulham,Violence Against the Person,Other violence,0,2014,Apr,No
E01001261,Ealing,Theft and Handling,Theft From Motor Vehicle,1,2015,Apr,Yes
E01004033,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,Oct,No
E01003860,Richmond upon Thames,Theft and Handling,Other Theft Person,1,2015,May,Yes
E01000051,Barking and Dagenham,Other Notifiable Offences,Going Equipped,0,2014,Jun,No
E01001006,Croydon,Theft and Handling,Other Theft,0,2015,Nov,No
E01000611,Brent,Theft and Handling,Other Theft Person,0,2016,Oct,No
E01000143,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,1,2014,Sep,Yes
E01004074,Southwark,Robbery,Business Property,0,2016,Jan,No
E01001250,Ealing,Theft and Handling,Other Theft,0,2016,Jan,No
E01003847,Richmond upon Thames,Violence Against the Person,Offensive Weapon,0,2014,Jan,No
E01002503,Hillingdon,Violence Against the Person,Other violence,1,2016,Mar,Yes
E01004223,Tower Hamlets,Violence Against the Person,Wounding/GBH,0,2016,Mar,No
E01002163,Harrow,Violence Against the Person,Wounding/GBH,0,2013,Apr,No
E01004176,Sutton,Theft and Handling,Other Theft,0,2016,Aug,No
E01002984,Kingston upon Thames,Violence Against the Person,Common Assault,1,2013,Jul,Yes
E01001760,Hackney,Criminal Damage,Criminal Damage To Dwelling,0,2015,Dec,No
E01003542,Newham,Violence Against the Person,Offensive Weapon,0,2015,Jul,No
E01000196,Barnet,Criminal Damage,Other Criminal Damage,0,2014,Jan,No
E01000161,Barnet,Criminal Damage,Criminal Damage To Other Building,0,2014,Oct,No
E01000836,Bromley,Criminal Damage,Criminal Damage To Dwelling,0,2016,Dec,No
E01000608,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Sep,No
E01002170,Harrow,Drugs,Drug Trafficking,0,2014,Aug,No
E01002778,Islington,Criminal Damage,Criminal Damage To Dwelling,0,2014,Sep,No
E01002902,Kensington and Chelsea,Criminal Damage,Criminal Damage To Other Building,0,2013,Dec,No
E01003010,Kingston upon Thames,Theft and Handling,Theft From Shops,0,2016,Sep,No
E01003730,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Jul,No
E01003411,Merton,Other Notifiable Offences,Other Notifiable,0,2014,May,No
E01002569,Hounslow,Theft and Handling,Theft From Motor Vehicle,0,2014,Dec,No
E01002550,Hillingdon,Violence Against the Person,Offensive Weapon,0,2016,Oct,No
E01002576,Hounslow,Burglary,Burglary in Other Buildings,0,2014,May,No
E01003513,Newham,Other Notifiable Offences,Going Equipped,0,2015,Oct,No
E01002398,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Feb,No
E01002831,Kensington and Chelsea,Criminal Damage,Other Criminal Damage,2,2013,Aug,Yes
E01000520,Brent,Theft and Handling,Handling Stolen Goods,0,2014,Dec,No
E01000743,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Mar,No
E01000977,Croydon,Criminal Damage,Criminal Damage To Other Building,0,2014,Apr,No
E01003671,Redbridge,Theft and Handling,Other Theft,0,2014,May,No
E01002112,Harrow,Drugs,Drug Trafficking,0,2014,Feb,No
E01000359,Bexley,Robbery,Business Property,0,2015,Jan,No
E01002721,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,1,2015,Feb,Yes
E01003966,Southwark,Fraud or Forgery,Other Fraud & Forgery,0,2016,Jun,No
E01003074,Lambeth,Criminal Damage,Criminal Damage To Dwelling,0,2015,Aug,No
E01000482,Brent,Fraud or Forgery,Other Fraud & Forgery,0,2014,Jul,No
E01002457,Hillingdon,Theft and Handling,Theft From Shops,2,2016,Aug,Yes
E01001357,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Apr,No
E01002419,Hillingdon,Violence Against the Person,Common Assault,0,2014,May,No
E01002038,Haringey,Theft and Handling,Other Theft Person,1,2016,Jan,Yes
E01000977,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Jan,No
E01001245,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2014,Jun,Yes
E01001949,Hammersmith and Fulham,Drugs,Drug Trafficking,0,2016,Aug,No
E01004341,Waltham Forest,Violence Against the Person,Other violence,0,2015,Feb,No
